Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4096_16158?e=8|*|||,Transformations,This video is about translations.. It discusses what they are and how to do them. No sound in this video but there are text explanations on the screen with demonstrations of transformations.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4096_16487?e=9|*|||,Linear Parent Graph and Translations and Dilations,"In this video, two equations are graphed and the graphs are then compared to see if they represent a translation, dilation, or reflection. Examples and explanations of translations and dilations are shown.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4096_18777?e=10|*|||,"Transformations - Translation, Reflection, Dilation, and Rotation","Models of translations, reflections, dilations and rotations. Teacher explains clearly and slowly. Shows alternate methods for performing the operations. Contains 4 different sections, so the video can be stopped after each section for practice. The background is a bit distracting.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4097_16018?e=11|*|||,"Rotation Lesson, Part 1","This video illustrates how to do a Rotation. An instructor shows the viewer how to do a rotation by demonstrating it using a compass and protractor. The logo for the web site that made the video is across the paper during the entire lesson, making it difficult to see the finer points of the instruction.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4097_56794?e=12|*|||,Math Shorts Episode 2 - Rotation,"This Math Shorts episode explains the term rotation, and provides several examples that demonstrate the concept. This video was made for the PBS Learning Media library, thanks to a generous grant from the Corporation for Public Broadcasting. It was produced in collaboration with Utah Education Network. ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4098_16159?e=13|*|||,Math Reflections,"Students learn that when a figure is flipped over a line to create a mirror image, the transformation is called a reflection. Students are then asked to identify the figure that represents a reflection of a given figure in the x-axis, the y-axis, or a given line on a coordinate system.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4106_12174?e=14|*|||,Prealgebra 9.2c - Line Graphs,Explains how to read trend lines and make predictions. Also discusses how to find averages when reading a line graph. .,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4106_16108?e=15|*|||,How to Create a Bar Graph From an Excel Spreadsheet,This video shows how to create a bar graph from an Excel spreadsheet by highlighting the information and clicking chart wizard from the toolbar.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4106_16737?e=16|*|||,Making A Line Graph,"The instructor in this chart uses a small, portable whiteboard for this brief demonstration on how to create a line graph. The smaller numbers may be difficult to read--this video may be best viewed in full screen.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4109_16146?e=17|*|||,Stem and Leaf Plots,This is an 8th Grade Math Class Presentation of Stem and Leaf Plots. Examples are done on a blackboard.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4109_16148?e=18|*|||,Pt. 1: Stem and Leaf Plots,8th Grade Math Class Presentation of Stem and Leaf Plots Part 1. Samples are done on a blackboard.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4110_16124?e=19|*|||,Learn About Scatter Plots and Best-Fitting Lines,John Zimmerman explains what a scatter plot is and how to find the best fitting line. Mr. Zimmerman teaches middle and high school algebra students about correlation and data plots.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4110_16181?e=0|*|||,Introduction to Scatter Plots,Brief description about scatter plots and lines of best fit. Various types of scatter plots are briefly described. The video goes over how to analyze data or recognize patters using examples. Some multiple choice problems are presented with answers given.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4110_16183?e=1|*|||,How to Draw Scatter Plots To Determine Trend in Data,"Students learn that a scatter plot is a graph in which the data is plotted as points on a coordinate grid, and note that a ""best-fit line"" can be drawn to determine the trend in the data. If the x-values increase as the y-values increase, the scatter plot represents a positive correlation. If the x-values ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4110_16301?e=2|*|||,Using Graphing Calculator To Create and Interpret Scatter Plots,"This video shows how to plot data and use the linear regression feature in TI83 and TI84 series graphing calculators to create a line of best fit. Also, analysis using the generated line of best fit is demonstrated.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4110_16302?e=3|*|||,Scatter Plot Graphs and Line of Best Fit,"In this video students will learn about scatter plot graphs, correlation, line of best fit, univariate data, and bivariate data. The teacher in the clip discusses and gives examples of how you can have a lot of points or just a few and still be able to add a line of best fit.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4112_33905?e=4|*|||,Multiplying Mixed Numbers,This video shows a teacher solving a multiplication problem containing mixed numbers. The problem is solved step-by-step on a white board as the teacher explains each step.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4112_5744?e=5|*|||,Multiplying Fractions using Cross Cancellation,"In this video they show to solve multiplication of fractions by cross canceling. They start with simple problems and do many different examples. Then they do addition of fractions with unlike denominators, they find the lowest common denominator, and apply this to solve the problem. Then they progress ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4112_6074?e=6|*|||,Multiplying Mixed Numbers,"Instructor uses a white board to demonstrate how to multiply mixed numbers. The first step he does is to make the mixed number into improper fractions, then cross cancels. This is a great video for the beginning student. The video is good quality and good for all students as a review or initial learning ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4112_6079?e=7|*|||,Multiplying Fractions and Mixed Numbers,"Students learn how to multiply mixed numbers and multiple sets of improper fractions. The first step for students is to make improper fractions, then to cross cancel, then multiplication is done. Another example is done for students. At the end of the video students are given problems to solve. Video ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4113_16152?e=8|*|||,Histogram Graphs in Excel,This video shows how to draw histograms in seconds with Excel. Link provided in the video to download free software to create the histogram.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4115_16174?e=9|*|||,Learn How to Draw a Box and Whisker Plot,"Students learn to make a box-and-whisker plot for a given data set using the following steps. This video describes, first, how to write the data set in order from least to greatest. Next, find the second quartile, which is the median for the entire data set. Next, find the first quartile, which is the ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4115_16175?e=10|*|||,Steps to Make a Box and Whisker Plot,Learn how to make a 'Box and Whisker Plot in this video. The five values that are needed to make the plot are discussed. A thorough step by step example is presented on a whiteboard.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4115_16176?e=11|*|||,Box-and-Whisker Plotting on the TI-83/TI-84 Calculator,A brief video explanation on how to create a box and whisker plot on a TI-83 or TI-84 graphing calculator. Step-by-step instructions are presented with text on the screen and the then the image is shown performing the step. Note that the images sometimes flicker due to the high definition of the recording.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4115_16177?e=12|*|||,Learn a Trick to Making Box and Whisker Plots in Excel,See how to create a Box Plot or Box & Whisker Statistics chart using a Stacked Bar Chart and a Open-High-Low-Close Stock Chart. The video show how to use the QUARTILE function and how to link Chart Labels to cells. The demonstration is done using the software program and the data sometimes is a little ...Show More ,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4119_15954?e=13|*|||,Subtracting Fractions (mixed numbers),"This video shows how to subtract fractions and mixed numbers. This video is part of the Mathtrain.com and Mathtrain.TV Project from Mr. Marcos and his middle school students at Lincoln Middle School in Santa Monica, CA.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4119_15955?e=14|*|||,Subtracting Mixed Numbers,Students learn to subtract mixed numbers. Instructor uses a whiteboard for demonstration. She shows students how to change the fraction so that they can solve the problem.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4119_16192?e=15|*|||,Subtracting Mixed Numbers,This video offers directions for subtracting mixed numbers with unlike denominators and regrouping. The instructor uses computer software for demonstration.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4119_16688?e=16|*|||,Subtracting Mixed Numbers With Regrouping,"When subtracting mixed numbers with regrouping, solve the equation of the fractions before working on the whole numbers. A math instructor explains how to create a matching denominator to subtract mixed numbers. He shows examples with paper and marker. Example included: 10 2/7 - 6 4/7.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4119_17430?e=17|*|||,Subtracting Mixed Fractions,"When subtracting mixed fractions, simplify the process by finding the least common denominator. Learn how to borrow from the whole number when subtracting mixed fractions. The instructor uses a document camera to model examples.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4119_58638?e=18|*|||,Subtracting Mixed Numbers,"This video offers info about subtracting mixed numbers, step by step,",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4120_15956?e=19|*|||,Subtracting Fractions with Borrowing,This video shows how to subtract fractions with borrowing. The instructor appears to be using the Paint Program to illustrate his points. Suitable for middle school and high school students.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4121_16190?e=0|*|||,Subtracting Fractions with Uncommon Demoninators,"In this short video, students can learn how to subtract fractions with uncommon denominators. The instructor uses computer software to demonstrate.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4121_16191?e=1|*|||,Subtracting Mixed Numbers with Uncommon Denominators,"In this short video, students can learn how to subtract mixed numbers with uncommon denominators. The instructor uses computer software to demonstrate.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4121_6080?e=2|*|||,Subtracting Fractions with Unlike Denominators,"Students learn how to subtract fractions with unlike denominators, including how to borrow. Problem starts with mixed numbers, conversion of the fraction is done-a common denominator needs to be found, then they borrow from the whole number. Another example is done. Video is good quality and good for ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4122_16259?e=3|*|||,How to Determine If a Graph Represents a Dilation,"Students learn that when the dimensions of a figure are increased or decreased to create a new figure that is similar to the original figure, the transformation is called a dilation. Students are then asked to determine whether a given transformation on a coordinate system represents a dilation. Students ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4122_16260?e=4|*|||,Geometry Final Review on Dilation-Dilations and Ratios of Dilations- Part 1,Teacher reviews dilations for students. The teacher in the video gives and example with pencil and paper. This is part 1 of 2 parts.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4122_16261?e=5|*|||,Geometry Final Review Standard 2 part 2,This is part 2 of 2 parts. This video shows examples of dilations using pencil and paper for a geometry final review.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4122_16263?e=6|*|||,Dilations in Matrix Form Review,A quick review of dilations in matrix form. Examples are presented with marker on a white board.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4123_16282?e=7|*|||,Adding and Subtracting Rational Expressions,"In this video, the instructor talks about adding and subtracting rational expressions. He first defines what rational expressions are and how they are different from equations. In general, the instructor states that the idea is to make the expression into a single fraction if possible. The instructor ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4123_16283?e=8|*|||,Adding Rational Expressions,"This video shows an instructor explaining how to add a rational expression. First, he explains and shows how to factor the expression. Then he continues to finish adding the expression. He works quite quickly, but does work through the steps for the viewer to follow along.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4124_16285?e=9|*|||,Subtracting Rational Expressions,This video is a lesson on subtracting rational expressions. The instructor uses a white board to walk the viewer through the steps needed to subtract an example expression.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4125_16281?e=10|*|||,Simplifying Rational Expressions,"This short video shows an instructor explaining how to simplify a rational expression. He works quickly, but shows the steps necessary to simplify the expression.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4125_16297?e=11|*|||,Simplifying Algebraic Expressions Using Distributive Property,This is a lesson on simplifying algebraic expressions. It shows how to first use the Distributive Property and then combine like terms. The audio is low and it is a little difficult to hear the narrator.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4125_16681?e=12|*|||,Simplifying Rational Expressions,Solving rational expressions really refers to simplifying rational expressions through reduction. A math teacher explains how to find a common factor when simplifying rational expressions using examples on a whiteboard. As the narrator speaks text is shown of speech on bottom of screen.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4125_31707?e=13|*|||,Simplifying Rational Expressions,"In this eight-minute video from Khan Academy, Mr. Sal Khan demonstrates (with computer software) how to simplify a rational expression and state the domain.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4125_43750?e=14|*|||,Simplifing a Rational Expression in Algebra,Learn the easy steps to simplifying radical expressions in Algebra in this eight minute video. The presentation features a narrator and a white board and moves slowly enough for most students to follow.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4126_16303?e=15|*|||,Solving Rational Equations,"In this video, the instructor goes through two examples of solving rational equations. He works through the problems step by step and writes out each step as he explains it. The instruction is quite clear and thorough, making this good practice for these types of equations.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4126_16305?e=16|*|||,Rational Equations,"In this short lesson, the instructor shows how to solve a rational equation. He first factors and finds the common denominator. He shows each step on a white board so it is fairly easy to follow along. He does skip some steps at the end, assuming that the viewer knows how to solve for a variable.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4126_16686?e=17|*|||,How to Solve Rational Expressions,"To solve rational expressions, or rational equations, solve for X by first multiplying both sides by the lowest common denominator. A standardized test prep instructor explains how to solve rational expressions with examples on a whiteboard. Narrators speech is shown as text on bottom of screen.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4126_39281?e=18|*|||,Holes in Rational Equations,Holes are missing points in the graph of a rational equation. A hole in a graph of a rational equation will occur when a value of x causes both the numerator and denominator to equal zero. An example is shown on an interactive white board.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4127_10862?e=19|*|||,30-60-90 Triangles,"Students are asked to solve advanced problems using the 45°-45°-90° and 30°-60°-90° triangle formulas, such as finding the missing parts of a rhombus, a trapezoid, or an equilateral triangle.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4127_45868?e=0|*|||,Hypotenuse Song,"This is a catchy song about the hypotenuse of right triangles. It also has short lesson on the Pythagorean theorem at the end. Some other key vocabulary words include: obtuse, acute, 90 degrees, and Pythagoras. .",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4127_58087?e=1|*|||,30-60-90 and 45-45-90 Triangles,Determine trigonometric function values of special angles.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4129_16238?e=2|*|||,How to Prove Triangles are Similar,"Students learn the following theorems related to similar triangles. If an angle of one triangle is congruent to an angle of another triangle, and the lengths of the sides that include each angle are in proportion, then the triangles are similar (Side-Angle-Side Similarity Theorem, or SAS Similarity Theorem). ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4131_16310?e=3|*|||,Equilateral Triangles,"In this short video, the instructor defines and shows an example of an equilateral triangle. This lesson is very brief.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4133_16235?e=4|*|||,Classifying An Acute Triangle,"In this brief lesson using a whiteboard, students learn to classify triangles as acute (all angles acute), right (one angle right), or obtuse (one angle obtuse). Students also learn that the sum of the measures of the angles of a triangle is 180 degrees, and students are asked to use this formula to ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4133_18419?e=5|*|||,Angle Relationships,"In this TeacherTube video, the instructor discusses how to use angle relationships to write equations. The video is slightly blurry, but still watchable.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4133_18420?e=6|*|||,Angle Relationships and Types of Triangles,"The instructor uses computer software to discuss vertical angles, exterior angles, alternate interior angles, etc. The sound quality could be a little better.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4133_2164?e=7|*|||,Finding the Measures of Angles In a Triangle,The instructor uses a white board to demonstrate how to find the measures of angles of a triangle algebraically.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4168_10878?e=8|*|||,Basic Math: Lesson 2 - Equalities & Inequalities,"This lesson consists of providing you with a Self-Tutorial on the basics of equalities and inequalities. I go over how to write results in interval notation, inequality notation, and set (set-builder) notation. I also explain in the printed notes how to use your graphing calculator to help you make comparisons ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4168_16425?e=9|*|||,Solving Compound Inequalities,"This lesson demonstrates how to solve a compound inequality then shows how to graph the inequality. The instructor goes through how to do this step by step on a white board. Then, he shows the solution set on a number line.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4168_16426?e=10|*|||,Solving a Compound Inequality,This video shows how to combine two inequalities. The example used is very simple and the instructor shows the steps necessary to combine the inequalities. He emphasizes the concepts that will be needed to solve more complex compound inequalities in the future.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4168_16440?e=11|*|||,Solving Absolute Value Inequalities,"This video shows how to solve, graph the solutions set, and write solution in interval notation. The instructor demonstrates the steps necessary to correctly solve this type of problem. Several examples are shown. The instructor's conversational tone is easy to follow and very thorough.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4168_56307?e=12|*|||,Inequalities Lesson 1 Inequality Sign,This lesson will teach you about the inequality sign and the properties that govern this symbol. Duration:34:25,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4170_16343?e=13|*|||,Solving Inequalities in One Variable,"This video shows how to solve an inequality to find the range of correct values for the variable. The sample problem the instructor presents especially focuses on what to do with the inequality symbol when you have to multiply both sides of the inequality by a negative number. Then, the instructor shows ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4170_16345?e=14|*|||,Solving Linear Inequalities in One Variable,"In this video, the instructor defines linear inequalities then provides some examples which he solves showing each necessary step. He starts with very simple examples, then moves on to more difficult problems. He also reiterates that linear inequalities are solved in a similar manner to regular equations, ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4170_16436?e=15|*|||,Solving Inequalities in One Variable,"This video shows examples of inequalities with one variable and the instructor goes through the steps necessary to solve the inequalities. While he does this, he explains some of the important rules necessary for correctly solving inequalities. He also identifies some common mistakes students make when ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4170_18898?e=16|*|||,Graphing Inequalities on a Number Line,"Instructor uses a white board to demonstrate solving inequalities in one variable and graphing the solution on a number line. Examples include one-step, two-step, and multi-step linear inequalities.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4170_19847?e=17|*|||,Solving Multi-Step Inequalities,The instructor uses an electronic chalkboard to demonstrate how to solve a multi-step inequality. One example is modeled using a step by step approach to solve for x and reversing the inequality symbol when dividing by a negative is shown.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4171_16346?e=18|*|||,Graphing Linear Inequalities in Two Variables,"This video begins with a simple inequality, then explains how to graph the inequality. The instructor begins by showing how to graph the boundary line, then tells how to show the correct solution set on the graph by shading.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4172_16347?e=19|*|||,Graphing Systems of Linear Inequalities,"In this video, the instructor gives directions on how to find a solution for a system of linear inequalities. He provides an example, then goes through the steps to find the solution that satisfies both inequalities. There is a mistake at the beginning of the lesson which the instructor corrects with ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4172_16427?e=0|*|||,Graphing Inequalities in Two Variables,"This is a video tutorial of how to graph and shade inequalities involving two variables. Instead of using a number line, the inequality is graphed on an x,y graph. The instructor relates what is know about graphing equalities and applies this knowledge to graphing inequalities. He works quickly through ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4172_16434?e=1|*|||,Graphing Systems of Linear Inequalities,"In this video, the instructor goes through the steps needed to graph a system of linear inequalities. He discusses slope, shows how to draw the line on the coordinate plane, and explains what section of the graph should be shaded. There is some shadow on the white board which makes it a little more difficult ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4172_18900?e=2|*|||,Graphing Linear Inequalities from Standard Form,"Instructor uses power point to demonstrate how to graph linear inequalities in standard form. Examples model finding the x- and y-intercepts, drawing a line through the two intercepts and forming a boundary line. The instructor then discusses whether the boundary line is dashed or solid and which way ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4173_16703?e=3|*|||,Graphing Inequalities With 2 Variables,"A lesson on graphing inequalities with two variables. A math teacher explains that the graph should be plotted with a pair of axes reflecting the variables X and Y. Inequalities with two variables, such as X and Y, are graphed on a whiteboard.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4181_16734?e=4|*|||,"Circle Graphs, Part I","The instructor in this video explains what circle or pie graphs are. In the beginning of the video, the instructor shows how to measure angles with a protractor. He does a good job of explaining vocabulary and all parts of the angle. He also demonstrates how to calculate the angle measurements of a circle. ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4181_41066?e=5|*|||,Pie Charts - Finding The Percent Of A Number,"This math tutorial reviews how to answer questions using data from a pie chart. Specifically, learn how to find the percentage of a number by multiplying the percent in decimal form by the given number.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4326_16607?e=6|*|||,History of Mathematics : Who Invented the Ruler?,"The ruler was invented by different civilizations of different time periods. Discover the origin of the ruler with tips from Steve Jones who uses a white board to aide in his presentation. Though the video is in English, there are English captions at the bottom of the screen which may be helpful in a ...Show More ",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4326_16608?e=7|*|||,History of Mathematics : Who Invented the Protractor?,"The protractor was invented several thousand years before a more complex version was developed in the 1800s. Find out who invented the protractor with tips from Steve Jones, who uses a white board to aide in his presentation.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4326_33012?e=8|*|||,Educational Tools : Who Invented the Protractor?,"The protractor was invented in 1801 by Joseph Huddard, and this device is used to measure angles from zero to 180 degrees. Expert: Samir Malik. Samir Malik has tutored Austin, Texas-area high school to elementary school-level students in all subjects for the last three years. Filmmaker: Todd Green",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4327_16612?e=9|*|||,Famous Mathematicians Pythagoras and Newton Explained,"Two famous mathematicians are Pythagoras, famous for the Pythagorean theorem, and Isaac Newton, famous for his theoretical mathematical development. He describes both men stating their origins, when they lived, and their contributions to math.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4327_16613?e=10|*|||,Famous Inventors of Mathematics,"Famous math inventors were nearly all from Ancient Greece, the birthplace of geometry and trigonometry. The instructor uses a white board to discuss not the inventors themselves, but the specific math and it origins.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4327_16614?e=11|*|||,History of Mathematics : The History of Pascal's Triangle,"The history of Pascal's triangle has little to do with Pascal himself. Learn the history of Pascal's triangle with tips from a mathematics instructor, Steve Jones, who is an experienced high school mathematics and science teacher. Filmmaker: Paul Volniansky",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4327_16616?e=12|*|||,"Great Mathematicians Newton, Einstein, and Hawkins Explained","Great mathematicians include Isaac Newton, Albert Einstein and Steven Hawkins. Learn about these great mathematicians from Steve Jones, who uses a white board to present each of these mathematicians and their contributions.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4327_16618?e=13|*|||,Famous Women Mathematicians Curie and Okikiolu Described - Women's History Month,"Famous women mathematicians include Madame Curie and Katherine Okikiolu from Nigeria. Discover famous female mathematicians with Steve Jones, who uses a white board to explain each of these woman's contributions to mathematics.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4327_16619?e=14|*|||,"Famous Black Mathematicians Blackwell, Wilkins, and Mickens Described","A few famous black mathematicians include Dr. David Blackwell, J. Ernest Wilkins and Ronald E. Mickens. Learn about the accomplishments of famous black mathematicians from teacher Jimmy Chang who uses a document camera to aide in his lecture.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4327_59493?e=15|*|||,Max Born was Quantum Mechanics Pioneer,"Today's Google Doodle celebrates the 135th birthday of Max Born, German physicist and mathematician who was awarded the Nobel Prize for his contribution to the field of quantum mechanics.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4388_1478?e=16|*|||,Dividing Decimals,"This video looks at dividing one decimal number by another decimal number. First you must move the decimal in the divisor, then, move the decimal in the dividend - by the same amount... and divide like normal numbers. Watch the video for details.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4388_16756?e=17|*|||,Dividing a Decimal Number by a Whole Number,This is a very brief video which explores how to divide a decimal number with a whole number. Instructor uses a sketchpad program to model this concept using a step by step approach.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4388_18263?e=18|*|||,Long Division With Decimals,This video shows how to do long division with decimals. The video offers two examples.,WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4388_19405?e=19|*|||,Dividing Decimals,"In this video, the instructor gives the basics of how to divide numbers involving decimals and does three examples. Paper and pad are used for demonstration.",WatchKnowLearn,English
http://ndl.iitkgp.ac.in/se_document/watch_know_learn/watchknowlearn/4388_56904?e=0|*|||,Dividing Decimals by Decimals,This is a six-minute presentation.,WatchKnowLearn,English
